text,Gold Label
"Just days ago, the press and the pundits declared our campaign dead. But after tonight, it's clear we are very much alive — and we need your help to keep the momentum going.

Chip in to help us make the most of our big victory in South Carolina:",no topic
Honored to have the support of such impactful leaders in South Carolina’s faith community.,no topic
"Coronavirus numbers are looking MUCH better, going down almost everywhere. Big progress being made!","covid, health"
"Many Republican Senators want me to Veto the FISA Bill until we find out what led to, and happened with, the illegal attempted “coup” of the duly elected President of the United States, and others!",governance
"We rocked the California Democratic Party 2019 Fall Endorsing Convention!

- Sarah, Team Marianne 2020

[https://www.youtube.com/watch?v=gJcC_3aFhFc&]",no topic
"We must protect every single American worker because there is no alternative. If we do not protect the working people of this country by guaranteeing 100% of their paychecks and ensuring they get all the health care they need during this crisis, you are going to see a collapse of the economy.","economic, health, covid"
"Donald Trump put a Neo-Nazi in charge of immigration policy. 

Both him, and Stephen Miller, are a shame to our nation.","immigration, social cultural"
The powerful gun lobby has controlled our politics for far too long. Enough is enough. We the people own this country — not the NRA.,safety
"This is it. In 5 days, Iowans get to decide. If you’re ready for something different, something better, I need your help: p4a.us/Iowa-5",no topic
"As president, I would never send an American soldier anywhere in the world without the equipment and protection they need. We should not do any less for the heroes on the front lines of the battle we’re in now.",military
Legalizing marijuana is about more than just allowing its use. It’s about undoing a century of racist policy that disproportionately targeted Black and Latino communities and rebuilding the communities that have suffered the most harm.,"safety, social cultural"
"Tell the Democrat Governors that “Mutiny On The Bounty” was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch, especially when the mutineers need so much from the Captain. Too easy!",no topic
"We have less than 20 days left until the cutoff to get into the next debate in December. We need just under 10,000 more donors to the campaign.

And so I'm asking you—you can give $5, $10, $25—whatever you can give. 

DONATE here: https://secure.actblue.com/donate/julian-castro-december-debate-fund",no topic
"It is very important that we totally protect our Asian American community in the United States, and all around the world. They are amazing people, and the spreading of the Virus is NOT their fault in any way, shape, or form. They are working closely with us to get rid of it. WE WILL PREVAIL TOGETHER!","social cultural, covid, health"
Show the world you’re on Team Pete with one of our new profile frames: www.facebook.com/profilepicframes,no topic
Families are struggling to get by. They just want a chance—for themselves and for their kids. Julián Castro and I are fighting to make sure every family has a chance to thrive.,no topic
"I’m looking forward to returning to Exeter, New Hampshire, on Saturday, January 11. I’ll be speaking at Water Street Bookstore, 125 Water St., at 4 PM. Everyone is welcome. Details Here. 
https://www.mobilize.us/marianne2020/event/193942/",no topic
